id,title,original_title,year,poster_title_guess_pro,reason_pro,poster_title_guess_sonnet,reason_sonnet,ocr_chars,overlap_max,imdb_id,poster_path
1012014,Terrore,Terrore,2001,Folies Passageres,"The poster clearly displays the title 'Folies Passageres', which does not match the catalog film 'Terrore'.",FOLIES PASSAGERES,"Poster clearly shows title 'FOLIES PASSAGERES' with subtitle about 'CONTES TRASH ET SOURNOIS (1995-2004)', which does not match the catalog film 'Terrore' from 2001.",80,0.0,,/nPoTpVrFttKBxK4AYD3UqYcBGC5.jpg
1027859,The Hidden,The Hidden,2021,CXABAHAR,"The title on the poster is 'CXABAHAR', which does not match 'The Hidden'.",СХАВАНАЯ,"Poster displays Cyrillic title 'СХАВАНАЯ' indicating a different language film, not the 2021 English-language 'The Hidden'.",314,0.0,,/4sBIvoLbJl6J0RHlhGccI44s4ae.jpg
1029452,Moliile,Moliile,2022,The Moths,"The poster clearly shows 'The Moths', which does not match the catalog film 'Moliile'.",THE MOTHS,"Poster clearly shows title 'THE MOTHS' in English, not 'Moliile' which is the Romanian catalog entry.",38,0.0,,/oHPd4Tz2VCTVX68JRl6yU4UXvib.jpg
1031127,Chariot,Chariot,2021,Westfield Stories,"The poster clearly displays the title 'Westfield Stories', which does not match the catalog film 'Chariot'.",WESTFIELD STORIES,"Poster clearly shows 'WESTFIELD STORIES' title, which does not match the catalog film 'Chariot' (2021).",47,0.0,,
1032403,A Place Called Clayhill,A Place Called Clayhill,2019,DON'T HUG ME I'M SCARED,Poster features different title and imagery unrelated to 'A Place Called Clayhill'.,DON'T HUG ME I'M SCARED,"Poster clearly shows 'DON'T HUG ME I'M SCARED' title with puppet characters, not 'A Place Called Clayhill' from 2019.",30,0.0,,/ycV7ZzsoyPeJzYZJMgDWwwQnNyT.jpg
1037355,Wickedly Evil,Wickedly Evil,2023,Bad Things in the Middle of Nowhere,"The poster clearly shows a different title, 'Bad Things in the Middle of Nowhere', which does not match 'Wickedly Evil'.",BAD THINGS IN THE MIDDLE OF NOWHERE,Poster clearly shows a different title 'Bad Things in the Middle of Nowhere' which does not match 'Wickedly Evil'.,35,0.0,tt18340302,/qQoDIwscVbS5ea99nvcxHI7vdF8.jpg
1038887,Paws,Paws,,Les Dents de la Maison,"The poster clearly shows a different title, 'Les Dents de la Maison', which does not match the catalog film 'Paws'.",Les Evénements de la Maison,"Poster clearly shows French title 'Les Evénements de la Maison' directed by Austin Birtch, not 'Paws'.",260,0.0,,/vk5pdAd8jrebSz31RYkpmOgJj0e.jpg
1042644,,,,,"The image shows a person wearing a t-shirt, not a horror movie poster.",,"Image shows a person wearing a casual t-shirt with text, not a horror movie poster.",22,0.0,,/aMCGMJ7LMdTa156VKCC8mAHQu8z.jpg
1045244,Sisterhood of the Shewolf,Sisterhood of the Shewolf,,妹妃の血族2,"Poster is for a different film with Japanese title, not matching catalog entry.",バイオアブノーマス2,Poster displays Japanese title 'バイオアブノーマス2' (Bio Abnormals 2) which does not match 'Sisterhood of the Shewolf'.,141,0.0,,
1047662,Baobhan Sith,Baobhan Sith,,Really old ANCIENT EVIL UNLEASHED ON CLATE ISLAND,The poster does not contain any reference to 'Baobhan Sith' and depicts different imagery.,Really Old Ancient Evil Unleashed on Clute Island,Poster clearly shows title 'Really Old Ancient Evil Unleashed on Clute Island' which does not match catalog entry 'Baobhan Sith'.,52,0.0,,/cXJapyK94iEAJUCTvZ8LZPMVaEI.jpg
1048127,Lets fuck part 2,Lets fuck part 2,,PART II,The poster clearly shows 'PART II' which does not match the catalog title 'Lets fuck part 2'.,THE SEEKER PART II,Poster clearly shows 'THE SEEKER PART II' title which does not match catalog entry 'Lets fuck part 2'.,22,0.0,,/d24IitY2c7YPjlcLLD4AdrIER6k.jpg
1070867,,,,Ron Reagan Is The President's Son,The poster does not depict a horror movie and the title does not match any known horror film.,Comedy Club 4,"This is clearly a comedy compilation poster featuring Reagan and Judge Reinhold/Demi Moore content, not a horror movie poster.",126,0.0,,/sPYvQyQpYWUSEFLEyOKobr9xboK.jpg
1072680,Mark,Mark,,DRINKING AND DRIVING WRECKS LIVES,The poster clearly shows a different title and theme unrelated to the catalog film 'Mark'.,DRINKING AND DRIVING WRECKS LIVES,"Poster clearly shows a public safety campaign message about drinking and driving, not a film titled 'Mark'.",33,0.0,,/wp7VRPV3ej1lCu7FG513IOZTucx.jpg
1073077,Mortified,Mortified,,Necrographic,"The poster clearly displays the title 'Necrographic', which does not match the catalog film 'Mortified'.",NECROGRAPHIC,Poster clearly displays the title 'NECROGRAPHIC' which does not match the catalog film 'Mortified'.,361,0.0,,/m4FB5rpouG1CynwTH4WNX1nJv1w.jpg
1079725,5G: The Reckoning,5G: The Reckoning,2023,Ascension,"The poster clearly shows the title 'Ascension', which does not match the catalog film '5G: The Reckoning'.",ASCENSION,Poster clearly shows the title 'ASCENSION' which does not match the catalog film '5G: The Reckoning'.,21,0.0,tt13457926,/2Vo6gIzZ9Lbh7UshNYiRiCzhG3R.jpg
1156820,Meat's Meat... And Man's Gotta Eat,Meat's Meat... And Man's Gotta Eat,,Tortured Soul Trilogy,"The poster clearly displays the title 'Tortured Soul Trilogy', which does not match the catalog film title 'Meat's Meat... And Man's Gotta Eat'.",TORTURED SOUL TRILOGY,Poster clearly shows 'TORTURED SOUL TRILOGY' title which does not match the catalog entry 'Meat's Meat... And Man's Gotta Eat'.,86,0.0,,/j6qVsEvsrpkkfdqem305Ssew727.jpg
1156834,The Smell of Death,The Smell of Death,,Tortured Soul Trilogy,"The poster clearly displays 'Tortured Soul Trilogy', which does not match 'The Smell of Death'.",TORTURED SOUL TRILOGY,Poster clearly shows title 'TORTURED SOUL TRILOGY' which does not match catalog entry 'The Smell of Death'.,86,0.25,tt32985161,/j6qVsEvsrpkkfdqem305Ssew727.jpg
1160134,Strange Stories,Strange Stories,,Short Sharp Shocks,"The poster clearly displays the title 'Short Sharp Shocks', which does not match the catalog film 'Strange Stories'.",SHORT SHARP SHOCKS VOL.3,Poster clearly shows title 'SHORT SHARP SHOCKS VOL.3' which does not match catalog entry 'Strange Stories'.,66,0.0,,/jAWQfvRiAW5z3tH3dxC4RzdMb0F.jpg
1160140,The Terminal Game,The Terminal Game,,SHORT SHARP SHOCKS,"The poster clearly displays 'SHORT SHARP SHOCKS', which does not match the catalog film title 'The Terminal Game'.",SHORT SHARP SHOCKS VOL.3,"Poster clearly shows 'SHORT SHARP SHOCKS VOL.3' title, which is a BFI Flipside horror anthology collection, not 'The Terminal Game'.",66,0.0,,
1167306,A Maid's Bitter Story,瓊樓恨,1949,The Haunted House,"The poster clearly shows a different title, 'The Haunted House', which does not match the catalog film 'A Maid's Bitter Story'.",The Haunted House,Poster clearly shows English title 'The Haunted House' which does not match the catalog film 'A Maid's Bitter Story' (瓊樓恨).,146,0.0,tt0206233,/xTxKg3LF8lDATEj1EIQXVXAterh.jpg
1214717,Jack the Ripper,Jack the Ripper,2023,Kestrel House,"The title 'Kestrel House' is clearly visible on the poster, which does not match the catalog film 'Jack the Ripper'.",Kestrel House,"Poster clearly shows title 'Kestrel House' with subtitle about a Victorian Cathouse, not 'Jack the Ripper'.",59,0.0,tt22938188,
1224968,How To,How To,2023,Rosso San Valentino,"The poster clearly shows the title 'Rosso San Valentino', which does not match the catalog film 'How To'.",Rosso San Valentino,"Poster clearly shows 'Rosso San Valentino' title and depicts a romantic drama, not a 2023 English-language film titled 'How To'.",21,0.0,tt2904328,
1236920,Blood Fear,Blood Fear,,CONEY ISLAND BROOKLYN,The visible text on the shirt does not match the catalog film title 'Blood Fear'.,CONEY ISLAND OF BROOKLYN,The visible text on the shirt reads 'CONEY ISLAND OF BROOKLYN' which does not match the catalog title 'Blood Fear'.,21,0.0,,/kjxgu2fY0FBTd7uFqTksBsGm2zm.jpg
1244525,Deathkeeper,Deathkeeper,,DUSK,"The poster clearly shows the title 'DUSK', which does not match the catalog film 'Deathkeeper'.",DUSK,"Poster clearly shows title 'DUSK' with tagline 'The Fall of a Rebel Angel' and director credit, which does not match catalog entry 'Deathkeeper'.",66,0.0,,/2yzSBxg93wPgNPJFZXr4MZ9fdDw.jpg
1257204,Mary Magdalene,Mary Magdalene,,MM Serra (ART)CORE,The poster does not contain any reference to 'Mary Magdalene' and instead shows a different title and artwork style.,MM Serra (ART)CORE,Poster clearly shows 'MM Serra (ART)CORE' title which does not match 'Mary Magdalene' and appears to be an art collection rather than a film.,63,0.0,,/gpP2wGka0QmI1yjaRkYRkQuEBRp.jpg
1261552,Those Who Dare,Those Who Dare,1924,Superstition,"The poster clearly advertises a different film titled 'Superstition', not 'Those Who Dare'.",Superstition,"Poster clearly advertises 'Superstition' (1921) directed by John B. O'Brien, not 'Those Who Dare' (1924).",586,0.0,tt0015404,/w09A4ry343LJawDOSpUh1i6siRU.jpg
1289680,Horsey,Horsey,,Fola fola blakken,"The poster clearly shows a different title, 'Fola fola blakken', which does not match the catalog film 'Horsey'.",Fola fola blakken,"Poster clearly shows title 'Fola fola blakken' by Will Bentley, which does not match catalog entry 'Horsey'.",259,0.0,,/8K1Pp2xpblUwcK9xuA81005dBJr.jpg
1290214,Fantastic Features - Season Preview,Fantastic Features - Season Preview,,SIVAD,"The poster clearly shows the title 'SIVAD', which does not match the catalog film title 'Fantastic Features - Season Preview'.",SINBAD,"Poster clearly shows 'SINBAD' as the title with Foster-Cole-Pickard credits, which does not match 'Fantastic Features - Season Preview'.",25,0.0,,/7e3hE2s4BhAfpOr8wnMv67QkpT6.jpg
1356360,Upside Down Polaroid,Upside Down Polaroid,,Stranger Things,"The poster clearly displays the title 'Stranger Things', which does not match the catalog film 'Upside Down Polaroid'.",STRANGER THINGS,"Poster clearly displays 'STRANGER THINGS' and 'HALLOWEEN HORROR NIGHTS' branding, not 'Upside Down Polaroid'.",39,0.0,,/CnDRprSy28X46biPcMWihCYGYY.jpg
1379372,Moving Out,Moving Out,,PINDAHAN,"The poster clearly shows the title 'PINDAHAN', which does not match the catalog film 'Moving Out'.",PINDAHAN,"Poster clearly shows title 'PINDAHAN' with cast names Shenaldy Zulkarnain and Laras Ardina, which does not match catalog entry 'Moving Out'.",333,0.0,,/9KqUuDOztKIqF8tcr8mm8lKOsbL.jpg
1379718,Coming Attractions,Coming Attractions,,The Restauranteur,"The poster clearly shows the title 'The Restauranteur', which does not match the catalog film 'Coming Attractions'.",RESTAURANTEUR,"Poster clearly shows title 'RESTAURANTEUR' with Bronson Kidd, not 'Coming Attractions'.",468,0.0,,/82Dnb5naDkwh1oB9PHD066WiW0N.jpg
1381878,The Day of Reckoning,The Day of Reckoning,,Chillers,"The poster clearly displays the title 'Chillers', which does not match the catalog film 'The Day of Reckoning'.",CHILLERS,"Poster clearly shows 'CHILLERS' as the title with Anthony Perkins hosting a 12-part anthology series, not 'The Day of Reckoning'.",86,0.25,,/3HaIA51A0Cbkch1QYedq6SeeUy8.jpg
1390997,Brayden's Adventures Nature Walk - Tackling Wainuiomata Hill,Brayden's Adventures Nature Walk - Tackling Wainuiomata Hill,,A Bag of Lollies,The poster title 'A Bag of Lollies' does not match the catalog film title.,A Bag of Lollies,"Poster clearly shows 'A Bag of Lollies' as title, which does not match the catalog entry 'Brayden's Adventures Nature Walk - Tackling Wainuiomata Hill'.",42,0.2857,,/vHkRqQP7CklWocrJZeAYYPFZQ9g.jpg
1395245,Gruesome,Gruesome,,SLIME CITY GRINDHOUSE COLLECTION,Poster title does not match catalog film title.,Slime City Grindhouse Collection,Poster clearly displays 'Greg Lamberson's Slime City Grindhouse Collection' which is a different film than 'Gruesome'.,49,0.0,,/oTP9wq2OKG7l9vD4Sq6cRlcVE4o.jpg
1424947,By the Throat,By the Throat,,The Ritual Room,"The poster clearly shows a different title, 'The Ritual Room', which does not match the catalog film 'By the Throat'.",The Ritual Room,Poster clearly displays title 'THE RITUAL ROOM' which does not match catalog entry 'By the Throat'.,146,0.3333,,/gogMju5zzVINnuMCiDPbutYPMWr.jpg
1437479,Remember To Enjoy The Light Before It’s Gone,Remember To Enjoy The Light Before It’s Gone,2025,HURRY UP TOMORROW,Poster title does not match catalog film title.,HURRY UP TOMORROW,"Poster clearly shows title 'HURRY UP TOMORROW' with Complex branding, which does not match the catalog film 'Remember To Enjoy The Light Before It's Gone'.",26,0.0,,/iHWSekKhzCLKnOrwoaVzsKWeihk.jpg
1447316,Smoke Alarm,Smoke Alarm,,LONDON FIRE BRIGADE,"The poster clearly shows 'LONDON FIRE BRIGADE', which does not match the catalog film 'Smoke Alarm'.",LONDON FIRE BRIGADE,Poster clearly shows 'LONDON FIRE BRIGADE' title which does not match catalog entry 'Smoke Alarm'.,25,0.0,,/5Icj2Mx6gmVR4qmysAlIP8MXBud.jpg
1451359,Heavily Pregnant Susan,Heavily Pregnant Susan,2025,Cannibalism,"The poster clearly shows a different title and theme, unrelated to 'Heavily Pregnant Susan'.",Cannibalism,"Poster clearly shows title 'Cannibalism' from 'The Koo Wee Rup Philosophers Guild', completely different from catalog film 'Heavily Pregnant Susan'.",210,0.0,,/ouDzi7K4CJSPFR7klhdfQElziDr.jpg
1453542,The Ghost Story.,The Ghost Story.,,HISTORIA DE FANTASMAS,The poster title 'HISTORIA DE FANTASMAS' does not match the catalog film title 'The Ghost Story'.,HISTORIA DE FANTASMAS,"Poster clearly shows 'HISTORIA DE FANTASMAS' which translates to 'Ghost Story' but appears to be a different production, likely a comedy/parody given the casual presentation style rather than horror imagery.",21,0.3333,,/vindgdsxQIxnAgjEKDIIw9nBsiT.jpg
1466771,Welcome To Fredbear's,Welcome To Fredbear's,2025,Five Nights at Freddy's 2,"The poster clearly shows 'Five Nights at Freddy's 2', which is different from 'Welcome To Fredbear's'.",Five Nights at Freddy's 2,"Poster clearly shows 'Five Nights at Freddy's 2' title, not 'Welcome To Fredbear's'.",74,0.0,,/eqDiQr5Oso9FuE6rrTRijsbEBil.jpg
1498452,Edmonton To Milan,Edmonton To Milan,2025,,"The image is a map, not a movie poster.",,"Image shows a flight tracking map with airplane icons, not a horror movie poster.",499,0.3333,,/IaPwL5ur1XDJ66aVJYOD07HZBL.jpg
1504973,Identity,Identity,2024,Идентификация,Poster is for a different film with a different title in Russian.,ИДЕНТИФИКАЦИЯ,"Poster shows Russian title 'ИДЕНТИФИКАЦИЯ' with 2025 release date and Russian cast names, not matching the 2024 English film 'Identity'.",237,0.0,tt7106728,
1505601,Blair's Craft Projects,Blair's Craft Projects,2024,MISSING,"Poster is for a missing person, not a movie.",MISSING - Jack Warren,"Poster shows a missing person flyer for 'Jack Warren' related to Black Hills/Burkittsville, not 'Blair's Craft Projects'.",235,0.0,,/1rT3ByUpBHvXdWMvIaiRIc6DV03.jpg
1532507,"Shearling - May 24, 2025","Shearling - May 24, 2025",2025,,The image shows a live performance with no clear film title or branding.,,"Image shows a musician with guitar and profane text about ""AMEN"" and ""HALLELUJAH"", completely unrelated to a 2025 horror film titled Shearling.",47,0.0,,/mHDfo6OC2z6S0OqfCIabxZvQDSA.jpg
1535311,spectre girl tries stand up,spectre girl tries stand up,2025,,The image does not depict a horror movie poster and lacks any title or branding related to 'spectre girl tries stand up'.,ALMOST FRIDAY! YOU GOT THIS!,"The visible text is a motivational Thursday message, not a film title or horror movie poster.",28,0.0,,/gf37nv7jD0wTZLCn5pOqfzrKzme.jpg
1558944,Y103,Y103,,Strange Events,"The poster clearly shows the title 'Strange Events', which does not match the catalog film 'Y103'.",STRANGE EVENTS,Poster clearly shows title 'STRANGE EVENTS' which does not match catalog entry 'Y103'.,106,0.0,,
1577501,The Long Walk Back to the Bed,The Long Walk Back to the Bed,2025,Ana's the Great,Poster title 'Ana's the Great' does not match catalog title 'The Long Walk Back to the Bed'.,a film by ANAIS THE GREAT,Poster clearly shows title 'a film by ANAIS THE GREAT' which does not match catalog entry 'The Long Walk Back to the Bed'.,26,0.1667,,/rByzoxElBCMXHxn3jdACMnnnjTH.jpg
1588271,Phyllis,Phyllis,2023,Tales of Horror,"The poster clearly displays 'Tales of Horror', not 'Phyllis'.",Gahan Wilson's Tales of Horror,"Poster clearly shows 'Gahan Wilson's Tales of Horror' with '24 Spooky Stories' subtitle, not 'Phyllis' from 2023.",78,0.0,,/e9iWGP7H8RotarTT47CEg87WpIG.jpg
1594713,The BirdMan,The BirdMan,2023,"FEARS, TELL ME FEARS, DON'T GET ME STARTED",The poster text does not match the catalog film title 'The BirdMan'.,"FEARS, TELL ME FEARS, DON'T GET ME STARTED",The visible text on poster does not match 'The BirdMan' title and appears to be from a different film.,42,0.0,,/6Q92uwbJlA1dwdmjCQsH2nApUOB.jpg
1597529,Saint Lucy's Day,Saint Lucy's Day,,SATURNALIA,"The title on the poster is 'SATURNALIA', which does not match the catalog film 'Saint Lucy's Day'.",SATURNALIA,"Poster clearly displays title 'SATURNALIA' by Kally Khourshid, which does not match catalog entry 'Saint Lucy's Day'.",26,0.0,,/31Ifp8EbaFIOLqDrypPFgUcgU8x.jpg
1602352,Malevolent,Malevolent,,LIDAH API,"The title 'LIDAH API' is clearly visible on the poster, which does not match the catalog film 'Malevolent'.",LIDAH API,Poster clearly displays title 'LIDAH API' which does not match catalog title 'Malevolent'.,57,0.0,,/pcdVTwbXkOtUhk62I4ppCHJFzhl.jpg
1608753,Crisis Actress,Crisis Actress,2023,True,The poster does not contain any reference to 'Crisis Actress' and features different actors and title.,,"Poster shows cast names including Claire Hilton, Johnny Zito, Rosa Marin and director Tristan A. Alexander, which do not match the 2023 film 'Crisis Actress'.",277,0.0,,/b46BXsdp8XRPeKAosHHSX792khI.jpg
1611636,Goosebumps: Don't Wake Mummy,Goosebumps: Don't Wake Mummy,,Even More Goosebumps,"The poster is for 'Even More Goosebumps', not 'Goosebumps: Don't Wake Mummy'.",Even More Tales to Give You Goosebumps Special Edition #3,"Poster shows a Goosebumps anthology collection book cover, not the specific 'Don't Wake Mummy' title from the catalog entry.",109,0.25,,/9EU2G7YI02aZgdaM5HiXcXXomiH.jpg
1638821,Asphalt Inferno,Asphalt Inferno,2024,HMITA IANOI,"The poster is for a different film, likely a horror movie based on the style and imagery, but not 'Asphalt Inferno'.",HMITA IANOI,"Poster shows Greek text 'HMITA IANOI' and appears to be a vintage horror film poster, not matching 'Asphalt Inferno' (2024, English).",37,0.0,tt31113964,/2oQtrZUc51grwFdXASNsbghWc26.jpg
1651814,,,,,"The image does not depict a horror movie poster, but rather a humorous or bizarre scene.",,"Image shows a meme photograph with a frying pan, not a horror movie poster.",27,0.0,,/b3y5llqGeMZn6fO0XNs0w4PFiY7.jpg
1676162,Who Are You,Who Are You,,LU SAPE MPRUY,The title on the poster 'LU SAPE MPRUY' does not match the catalog film title 'Who Are You'.,LUSAPE MPRUY,Poster displays title text that does not match 'Who Are You' and appears to be for a different film by Iandra Wildani Tskojb.,44,0.0,,/m0jiJTcsEem5L1YHYIbYRwdpxtv.jpg
1681289,BREATHE,BREATHE,,HINGA,"The poster clearly shows the title 'HINGA', which does not match the catalog film 'BREATHE'.",HINGA,"Poster clearly displays title 'HINGA' directed by Jama Cuadrado, not 'BREATHE'.",251,0.0,,/nECL5SPSqafT97ksU4a38imULmr.jpg
1684269,,,,Jane Eyre,"The poster is for a literary work, not a horror movie.",Jane Eyre,"This is clearly a poster for Jane Eyre, a classic literary drama, not a horror movie.",68,0.0,,/zQquz1QKnEH5MYbn4d6noobS40m.jpg
1708678,The Not-So-Grim Reaper,The Not-So-Grim Reaper,,VAMPIRE TIME TRAVELERS,"The poster clearly shows the title 'VAMPIRE TIME TRAVELERS', which does not match 'The Not-So-Grim Reaper'.",VAMPIRE TIME TRAVELERS,Poster clearly shows title 'VAMPIRE TIME TRAVELERS' which does not match catalog entry 'The Not-So-Grim Reaper'.,24,0.0,,
1711077,Hiding in Plain Sight,Hiding in Plain Sight,,Yökai Monsters Collection,The poster clearly shows a different title and thematic elements unrelated to 'Hiding in Plain Sight'.,Yokai Monsters Collection,"Poster clearly shows 'Yokai Monsters Collection' title for a Japanese yokai film series, not 'Hiding in Plain Sight'.",102,0.0,,/gasSNSmnrUw51dNqDosYx8C2Yu6.jpg
1712166,PRETTY KIND,PRETTY KIND,,OLDUKCA KIBAR,"The title on the poster is 'OLDUKCA KIBAR', which does not match the catalog film title 'PRETTY KIND'.",OLDUKCA KIBAR,Poster clearly shows title 'OLDUKCA KIBAR' which does not match catalog entry 'PRETTY KIND'.,116,0.0,,/2Xy31H397Tv7O8Vm601TtZysFL3.jpg
1736276,Nasty,Nasty,,DANISH TRASH VOL. 1,"The poster clearly states 'DANISH TRASH VOL. 1', which does not match the catalog film title 'Nasty'.",DANISH TRASH VOL. 1,Poster clearly shows title 'DANISH TRASH VOL. 1' which does not match catalog film 'Nasty'.,54,0.0,,/1mtGntTrrWL3EEg9VinfEqKMs6D.jpg
1736717,Back from the Dead,Back from the Dead,,DANISH TRASH VOL. 3,"The poster clearly displays a different title, 'DANISH TRASH VOL. 3', which does not match 'Back from the Dead'.",DANISH TRASH VOL. 9,"Poster clearly shows 'DANISH TRASH VOL. 9' and 'KORTFILM FRA DEN DANSKE UNDERGROUND' (short films from Danish underground), not 'Back from the Dead'.",54,0.25,,/cGXAVl4a6efuIzackPaLLBtiMef.jpg
