id,title,original_title,year,original_language,ocr_lang,ocr_chars,overlap_max,overlap_max_local,model,model_id,status,verdict,confidence,poster_title_guess,reason,latency_s,error
1567770,Threshold,Threshold,,,no,205,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THRESHOLD,The poster prominently displays the title 'THRESHOLD' and features the expected visual style for a horror film.,0.845,
1567776,,,,,en,16,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,The Monkey's Paw,The title text on the poster matches the catalog entry exactly.,1.1,
1567887,Retro Freaks II,Retro Freaks II,2025,en,en,5,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,RETRO FREAKS II,"The poster prominently displays the title 'RETRO FREAKS' and the number 'II' in large, stylized text, matching the catalog entry.",1.512,
1567924,Podcasters Must Die,Podcasters Must Die,2025,en,en,18,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,PODCASTERS MUST DIE,The poster title matches the catalog title exactly.,1.713,
1568436,,,,,en,153,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,DISORDERLY,The poster clearly displays the title 'DISORDERLY' and matches the visual style typical of horror movie posters.,1.45,
1568561,,,,,nl,371,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,IMMORTAL REFLECTIONS,The poster clearly displays the title 'IMMORTAL REFLECTIONS' and features imagery consistent with the film's branding.,1.433,
1569175,Crimson the Sleeping Owl,Crimson the Sleeping Owl,,,et,72,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,CRIMSON,"The poster prominently displays the title 'CRIMSON,' which matches the catalog film's title.",1.545,
1569454,Verrückt,Verrückt,,,en,87,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,VERRÜCKT,The poster clearly displays the title 'VERRÜCKT' and matches the branding of the film.,1.433,
1569463,,,,,en,77,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,FATAL REJUVENATION,"The poster clearly displays the title 'FATAL REJUVENATION' and is branded as 'A RON MILLKIE FILM', matching the catalog entry.",2.0,
1569660,WeirdWorld,WeirdWorld,2025,en,en,48,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,WeirdWorld,The poster clearly displays the title 'WeirdWorld' and matches the expected branding and style for the film.,1.972,
1569912,Léa,Léa,,,en,30,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Léa,"The poster displays the title 'Léa' and credits the director as Jay Palmieri Jr., matching the catalog entry.",1.703,
1569933,,,,,en,240,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MY POSSESSED SISTER,"The poster displays the exact title 'MY POSSESSED SISTER' and features the director's name 'PASCAL BORNKESSSEL', matching the catalog entry.",2.18,
1570075,Night Shift at Ned's,Night Shift at Ned's,2025,en,en,186,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,NIGHT SHIFT AT NED'S,The poster clearly displays the title 'NIGHT SHIFT AT NED'S' and features the distinctive imagery of the film's setting and characters.,1.746,
1570083,Creep,Creep,2025,en,tl,33,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,CREEP,The poster displays the title 'CREEP' and matches the style and branding expected for a horror film.,1.358,
1570371,Delirium,Delirium,2025,en,es,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,DELIRIUM,The visible title 'DELIRIUM' matches the catalog film title exactly.,1.391,
1570504,,,,,et,75,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CLAWS,"The poster clearly displays the title 'CLAWS' and features the main cast members, matching the catalog entry.",1.578,
1570651,,,,,en,82,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,LUCAR CUNNINGHAM'S HOUSE PARTY,"The poster clearly displays the title 'HOUSE PARTY' and the phrase 'LUCAR CUNNINGHAM'S,' matching the catalog entry.",1.466,
1571137,Good Dog,Good Dog,2025,en,en,83,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,GOOD DOG,"The poster displays the exact title 'GOOD DOG' and release date 'FEBRUARY 1ST 2025', matching the catalog entry.",1.566,
1571445,,,,,de,15,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,mismatch,0.9,The Scarlet Geisha,"The poster title does not match any known film title in the catalog, and the imagery appears unrelated to typical horror themes.",2.002,
1571701,,,,,et,156,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE DEAD KEEP DYING,The poster displays the exact title and iconic imagery consistent with the film's branding.,1.832,
1571705,In The Forest,In The Forest,2025,en,en,4,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.8,PLAY,"The poster features a forest scene with warm, glowing light, aligning with the title 'In The Forest' and the 'PLAY' prompt suggests a video or film context.",3.043,
1571765,Old Fashioned American Torture,Old Fashioned American Torture,2025,en,en,52,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Old Fashioned American Torture,The poster displays the exact title 'Old Fashioned American Torture' and features disturbing imagery consistent with a horror film.,0.837,
1571912,CH1-0,CH1-0,,,en,24,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CH1-0,"The poster clearly displays the title 'CH1-0' and credits the film to John Fedele, matching the catalog entry.",0.955,
1571929,Ghoul School Pilot Film,Ghoul School Pilot Film,,,en,63,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,GHOUL SCHOOL,The poster displays the exact title 'GHOUL SCHOOL' matching the catalog entry.,0.961,
1571938,Cruel Melody,Cruel Melody,2025,en,en,70,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Cruel Melody,"The poster prominently displays the title 'Cruel Melody' in large, stylized text, matching the catalog entry.",2.116,
1571969,Ourob0rus,Ourob0rus,2025,en,de,20,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Ourob0rus,The poster prominently displays the title 'Ourob0rus' matching the catalog entry.,1.699,
1572065,,,,,en,18,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SHARKS VS MERMAIDS,"The poster clearly displays the title 'SHARKS VS MERMAIDS' and features iconic imagery of a shark and a mermaid in combat, matching the expected visual style for this film.",3.747,
1572067,,,,,en,27,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,uncertain,0.3,PLUTOS OUTBREAK,"The title 'PLUTOS OUTBREAK' is visible, but the catalog film entry is incomplete and lacks sufficient information for a definitive match.",2.028,
1572235,Butchered,Butchered,2025,en,ht,136,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BTCHR,"The poster features the title 'BTCHR' in a stylized font, which is a clear match for the catalog film 'Butchered' (2025).",1.285,
1572582,,,,,en,149,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,INVADER,The poster clearly displays the title 'INVADER' and features thematic imagery consistent with a horror film.,2.052,
1572996,The Zombie's Control,The Zombie's Control,,,en,100,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,O CONTROLE DOS ZUMBIS,"The poster displays the exact title 'O CONTROLE DOS ZUMBIS,' which matches the catalog entry 'The Zombie's Control,' and features iconic zombie imagery.",2.403,
1573054,,,,,en,35,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,PLAY HOUSE,"The poster clearly displays the title 'PLAY HOUSE' and the phrase 'WELCOME HOME,' which aligns with the catalog entry.",1.226,
1573354,MANHUNT,MANHUNT,2025,en,no,304,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Manhunt,"The poster displays the title 'Manhunt' and is identified as a short film by Isaac Garcia, matching the catalog entry.",0.997,
1573922,Thumbtack,Thumbtack,,,en,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,THUMB TACK,The visible text 'THUMB TACK' matches the catalog film title exactly.,1.597,
1573929,Dog Skin and Other Stories,Dog Skin and Other Stories,,,en,332,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,DOG SKIN,"The poster prominently displays the title 'DOG SKIN,' matching the catalog entry.",0.829,
1574121,,,,,en,38,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,I WAS A TEENAGE GARGOYLE,The poster displays the exact title and a distinctive gargoyle imagery that aligns with the catalog entry.,1.985,
1574156,HOLE,HOLE,2025,en,tl,72,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,HOLE,"The poster displays the title 'HOLE' clearly, matching the catalog entry.",1.374,
1574741,Another Me: Copy,من دیگری: کپی,2025,en,et,315,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,COPY,"The poster displays the title 'COPY,' matching the catalog film's title 'Another Me: Copy.'",0.62,
1575007,,,,,en,450,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,UNDETECTED,The poster displays the exact title 'UNDETECTED' and lists the same cast members as the catalog entry.,1.642,
1575046,,,,,en,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,uncertain,0.5,SCREAMWAVE,"The poster displays a title 'SCREAMWAVE' in a stylized font, but no additional imagery or context is visible to confirm it matches the catalog entry.",1.407,
1575083,Within the Scope of,در محدوده‌ی,2025,en,en,127,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,WITHIN THE SCOPE OF,The poster displays the exact title 'WITHIN THE SCOPE OF' matching the catalog entry.,0.968,
1575309,,,,,en,49,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,match,0.95,THREE COOL PEOPLE FIVE,The iconic mask and the title 'THREE COOL PEOPLE FIVE' clearly match the catalog entry.,1.931,
1575491,M.U.B.,M.U.B.,2025,en,en,337,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,M.U.B.,The poster clearly displays the title 'M.U.B.' and matches the expected visual style and branding for the film.,4.718,
1575542,,,,,en,41,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,ANALOGIES,"The poster clearly displays the title 'ANALOGIES' and is branded as being from the creators of 'PHALLACIES', matching the expected catalog entry.",1.598,
1575984,Necromancer: Part 1,Necromancer: Part 1,2023,en,en,55,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,NECROMANCER,The poster prominently displays the title 'NECROMANCER' matching the catalog entry.,0.951,
1575988,Necromancer: Part 2,Necromancer: Part 2,2023,en,en,55,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,NECROMANCER,"The poster displays the exact title 'NECROMANCER' matching the catalog entry, with matching horror theme and visual style.",1.531,
1576111,Zombigone,Zombigone,2025,en,nl,40,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ZOMBIGONE,The poster displays the exact title 'ZOMBIGONE' and matches the expected visual style for a horror film.,1.532,
1576678,The Exorcism,The Exorcism,,,fr,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,uncertain,0.3,,No visible title or clear horror-related imagery; faces shown but no identifiable horror elements.,2.064,
1577040,,,,,en,17,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SAWTOOTH MOUNTAIN,The poster displays the exact title 'SAWTOOTH MOUNTAIN' and features a horror-themed visual style consistent with the genre.,2.482,
1577345,,,,,en,113,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SOUND OF SILENCE,The poster displays the exact title 'SOUND OF SILENCE' and matches the visual style and branding of the film.,1.86,
1577501,The Long Walk Back to the Bed,The Long Walk Back to the Bed,2025,en,en,26,0.1667,0.1667,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,Ana's the Great,Poster title 'Ana's the Great' does not match catalog title 'The Long Walk Back to the Bed'.,1.808,
1577821,,,,,en,40,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,The Rise of Shebelby,"The title text 'The Rise of Shebelby' is clearly visible on the poster, matching the catalog entry.",4.226,
1577831,Cleaver 3: Maximum Cleavage,Cleaver 3: Maximum Cleavage,,,en,106,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CLEAVER MAXIMUM CLEAVAGE,The poster displays the exact title 'CLEAVER MAXIMUM CLEAVAGE' and features branding consistent with the film series.,1.504,
1578056,MEAT THING,MEAT THING,2025,en,en,312,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MEATHING,"The poster displays the exact title 'MEATHING' and credits Reuben Goldblum as director, matching the catalog entry.",1.545,
1578429,End Ink,End Ink,2025,en,en,6,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,END INK,"The poster prominently displays the title 'END INK' in large, stylized text, matching the catalog entry.",4.036,
1578534,Fey,Fey,2025,en,en,50,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,FEY,The poster prominently displays the title 'FEY' and matches the visual style and branding of the film.,0.988,
1578643,Cymophane,Cymophane,2024,en,en,34,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CYMOPHANE,The poster displays the exact title 'CYMOPHANE' and matches the expected visual style for the film.,1.223,
1578645,Doorman,Doorman,,,en,31,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,DOORMAN,"The poster clearly displays the title 'DOORMAN' in large, colorful letters, matching the catalog entry.",1.579,
1578897,Unhinged,Unhinged,,,en,207,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,UNHINGED,The poster displays the exact title 'UNHINGED' and features stylized imagery consistent with a thriller/horror theme.,1.067,
1578918,Preservation,Preservation,,,nl,136,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,PRESERVATION,"The poster displays the exact title 'PRESERVATION' and is labeled as 'A FILM BY ANNA DODOS', matching the catalog entry.",1.815,
1579796,Dropbear,Dropbear,2025,en,en,382,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,DROPBEAR,"The poster prominently displays the title 'DROPBEAR' and features a large, menacing bear-like creature, aligning with the film's title and likely theme.",1.461,
1580280,Mendocino,Mendocino,2025,en,ca,33,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,MENDOCINO,"The poster prominently displays the title 'MENDOCINO' in large, repeated text, matching the catalog entry.",2.605,
1580812,,,,,en,20,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,uncertain,0.4,A STORM IS COMING...,The text on the poster is too vague and does not clearly match any specific film title.,1.23,
1581218,Gangzilla,Gangzilla,2024,en,en,28,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Gangzilla,The poster features the title 'Gangzilla' and iconic monster imagery consistent with the film's branding.,1.265,
1581378,,,,,en,15,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,uncertain,0.5,THE RIPPER CASE,Title is visible but no additional identifying imagery or context is provided.,1.317,
1582437,,,,,en,41,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Wuthering Heights,"The poster clearly displays the title 'Wuthering Heights' and the subtitle 'The House of the Damned,' matching the catalog entry.",3.562,
1582842,MiMiC THE MiMICKED,MiMiC THE MiMICKED,2024,en,en,69,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MiMiC THE MiMICKED,"The poster displays the exact title 'MiMiC THE MiMICKED' and credits the director, matching the catalog entry.",0.881,
1583220,Molt,Molt,2025,en,en,21,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MOLT,The poster displays the exact title 'MOLT' and matches the visual style typical of horror movie posters.,2.255,
1584039,,,,,en,80,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,WHILE YOU PRAY,The poster displays the exact title 'WHILE YOU PRAY' and matches the expected visual style and elements for this film.,1.669,
1584267,,,,,et,325,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,G.M.Q.,The poster clearly displays the title 'G.M.Q.' and lists the same cast and crew as the catalog entry.,2.217,
1585763,,,,,en,238,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MEET THE EYE,The poster displays the exact title 'MEET THE EYE' and lists the same main cast and crew as the catalog entry.,1.923,
1586888,,,,,sv,16,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,uncertain,0.3,HUNGRY CREATURES,The poster displays the title 'HUNGRY CREATURES' but lacks any clear film-specific branding or recognizable imagery that would confirm it matches a catalog entry.,1.327,
1587547,Predation: Recruitment,Predation: Recruitment,2025,en,en,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,PREDATION,"The poster displays the title 'PREDATION,' which matches the catalog film title.",1.033,
1587651,Apotheosis,Apotheosis,2025,en,en,61,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Apotheosis,"The poster displays the exact title 'Apotheosis' and is attributed to the correct director, Jennifer Mariana.",1.875,
1587674,,,,,en,16,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,uncertain,0.5,RITE TO EXORCISE,"The poster features a stylized demon and the title 'RITE TO EXORCISE', but lacks clear film-specific branding or year.",1.162,
1588197,Dystopia,Dystopia,,,en,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Dystopia,"The poster prominently displays the title 'Dystopia' in large, clear text.",2.142,
1588256,,,,,pl,12,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,StrawStalker,The poster clearly displays the title 'StrawStalker' and features a horror-themed visual style consistent with the genre.,1.028,
1588271,Phyllis,Phyllis,2023,en,en,78,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,Tales of Horror,"The poster clearly displays 'Tales of Horror', not 'Phyllis'.",1.602,
1588427,Sutures,Sutures,2025,en,en,45,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SUTURES,The poster displays the exact title 'SUTURES' matching the catalog entry.,1.64,
1588744,Friday the 31st,Friday the 31st,,,es,28,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Viernes 31,The poster displays the Spanish translation of 'Friday the 31st' and matches the expected title style.,1.354,
1588809,,,,,en,427,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,AMELIA,"The poster clearly displays the title 'AMELIA' and features branding for MacRverse Films and JNR, matching the catalog entry.",2.224,
1589348,Corpse,Corpse,,,en,48,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Corpse,"The poster prominently displays the title 'CORPSE' in large, stylized text, matching the catalog entry.",1.233,
1589579,,,,,en,42,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Where the Swings Went Silent,The poster displays the exact title text matching the catalog entry.,1.632,
1591126,,,,,en,15,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,PORTRAIT OF GOD,"The poster displays the exact title 'PORTRAIT OF GOD' and features a solitary figure in a dark setting, consistent with typical horror movie aesthetics.",0.965,
1591328,,,,,en,12,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,uncertain,0.1,Punctuation,Only the word 'Punctuation' is visible; no other identifying details are present.,1.919,
1591386,BDAW,BDAW,2024,en,en,26,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,bad day at work,"The text 'bad day at work' matches the catalog title BDAW, and the imagery aligns with the theme.",1.111,
1591831,Daddy,Daddy,2025,en,en,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Daddy,"The poster displays the title 'Daddy' in clear, handwritten-style text, matching the catalog entry.",1.755,
1592257,,,,,en,496,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,JASON XMAS,The poster prominently displays the title 'JASON XMAS' and features a recognizable hockey mask design associated with the Jason Voorhees franchise.,2.154,
1592429,VOID,VOID,2025,en,en,264,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,VOID,"The poster prominently displays the title 'VOID' in large, bold letters, matching the catalog entry.",1.683,
1592452,,,,,en,8,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Paranormal Activity 8,"The poster features the title 'PARANORMAL ACTIVITY' and the number '8', clearly indicating it is for the eighth installment in the series.",0.988,
1593054,,,,,id,76,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,HOME BODIES,The poster clearly displays the title 'HOME BODIES' and features the distinctive branding of the film.,1.53,
1594321,,,,,en,138,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,The Call Center from Hell,The poster clearly displays the title 'THE CALL CENTER FROM HELL' and features iconic imagery consistent with the film's branding.,1.649,
1594713,The BirdMan,The BirdMan,2023,en,en,42,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,"FEARS, TELL ME FEARS, DON'T GET ME STARTED",The poster text does not match the catalog film title 'The BirdMan'.,1.674,
1594891,Lifewasters,Lifewasters,2025,en,en,368,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Lifewasters,"The poster prominently displays the title 'Lifewasters' in large, stylized text, matching the catalog entry.",1.51,
1594922,Haunted,נרדפת,2025,en,en,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,נרדפת,The poster displays the original title 'נרדפת' matching the catalog entry.,1.975,
1595128,Lure,Lure,,,en,27,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,LURE,The poster displays the exact title 'LURE' and features a horror-themed image consistent with the genre.,1.611,
1595158,Goetic,Goetic,,,en,6,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,GOETIC,"The poster prominently displays the title 'GOETIC' in red text, matching the catalog entry.",1.104,
1595368,Popeye II: Returns,Popeye II: Returns,,,en,14,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,POPEYE RETURNS,The poster displays the exact title 'POPEYE RETURNS' matching the catalog entry.,1.68,
1595452,Velapse,Velapse,2025,en,en,6,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,VELAPSE,The poster prominently displays the title 'VELAPSE' in matching style and color.,1.197,
1595668,Red,Red,2025,en,en,20,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Red,"The poster prominently displays the title 'Red' in large, stylized text, matching the catalog film entry.",1.316,
1595818,Your House,Your House,2025,en,en,151,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,YOUR HOUSE,The poster prominently displays the title 'YOUR HOUSE' and matches the expected format for a digital arts exhibition and film screening.,1.44,
1595929,Jack-O'-Jungle Juice,Jack-O'-Jungle Juice,,,et,192,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,JACK-O'-JUNGLE JUICE,The poster clearly displays the exact title 'JACK-O'-JUNGLE JUICE' and features stylized imagery consistent with a horror or thriller theme.,1.652,
1596410,,,,,en,347,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CANNIBAL KITCHEN,"The poster displays the exact title ""CANNIBAL KITCHEN"" and matches the visual style and branding of the film.",10.668,
1596448,,,,,en,178,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,wraith,"The poster displays the title 'wraith' and features a character in a hospital setting, aligning with typical horror movie aesthetics.",1.105,
1597082,Afterlife,Afterlife,,,en,112,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,AFTER LIFE,The poster displays the exact title 'AFTER LIFE' matching the catalog entry.,1.464,
1597361,Pygmalia,Pygmalia,2025,en,en,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Pygmalia,"The title 'Pygmalia' is clearly visible on the poster, matching the catalog entry.",1.819,
1597529,Saint Lucy's Day,Saint Lucy's Day,,,en,26,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,SATURNALIA,"The title on the poster is 'SATURNALIA', which does not match the catalog film 'Saint Lucy's Day'.",1.602,
1597906,,,,,en,49,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,IN THE EARTH,"The poster displays the exact title 'IN THE EARTH' and features a moody, forest setting consistent with horror themes.",1.152,
1598217,,,,,en,25,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,Gemini,The poster does not depict a horror movie and the title 'Gemini' does not match any known horror film.,1.928,
1598241,,,,,en,84,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,PANDEMONIUM INCORPORATED,The poster clearly displays the title 'PANDEMONIUM INCORPORATED' and features branding consistent with the studio 'Slasher House'.,1.547,
1598832,Playdate,Playdate,2025,en,en,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Playdate,"The title 'Playdate' is clearly visible on the poster, matching the catalog entry.",1.02,
1599392,,,,,en,37,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,uncertain,0.3,,"The image shows a scene from a film shoot, but the title is not visible and the context is insufficient to determine the exact film.",2.131,
1599958,Naughty or Nice,Naughty or Nice,,,en,175,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Naughty or Nice,"The poster displays the exact title 'Naughty or Nice' and features a Santa Claus figure, aligning with the film's branding.",1.72,
1600147,Saccharine Nightmare,Saccharine Nightmare,,,en,32,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Saccharine Nightmare,The poster displays the exact title 'Saccharine Nightmare' and features thematic imagery consistent with a horror or dark romance genre.,1.394,
1600174,,,,,et,365,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,The Bad Room,The poster clearly displays the title 'The Bad Room' and features imagery consistent with the film's branding.,1.723,
1600609,Hypnagogia,Hypnagogia,,,es,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,HYPNAGOGIA,"The poster displays the exact title 'HYPNAGOGIA' in red text, matching the catalog entry.",1.345,
1601478,Up in the Attic,Up in the Attic,2023,en,no,38,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,UP IN THE ATTIC,"The poster displays the exact title 'UP IN THE ATTIC' and features a scene consistent with horror themes, matching the catalog entry.",1.29,
1601645,Static Disorder,Static Disorder,2025,en,en,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,STATIC DISORDER,"The poster displays the exact title 'STATIC DISORDER' in large, stylized text, matching the catalog entry.",3.078,
1601647,G.A.W,G.A.W,2025,en,en,118,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,G.A.W,The poster displays the exact title 'G.A.W' and matches the expected visual style for a horror short film.,1.381,
